YEAR,PREVIOUS_YEAR,TOSP_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2020,2019,SF804T,"Tongue, Tongue Tie, Release",1A,"Tongue, correction of tongue tie",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),262,262,262,262,262,262,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
2020,2019,SF814A,"Abdominal Wall, Epigastric/Umbilical Hernia, Repair (laparoscopic or open)",3A,"Upper abdomen, hernia repair",Public Hospitals/ Centres (Subsidised),Ward B2,"1,083","1,775","2,696",648,688,816,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,399,839,"1,426"
2020,2019,SF814A,"Abdominal Wall, Epigastric/Umbilical Hernia, Repair (laparoscopic or open)",3A,"Upper abdomen, hernia repair",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,042","1,187","1,790",648,816,816,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,315,369,477
2020,2019,SF814P,"Parotid, Tumor, Superficial Parotidectomy",5C,"Parotid, partial removal for tumor",Private Hospitals/ Clinics,Inpatient,"24,410","28,649","32,026","17,505","21,942","24,603","10,058","11,770","13,375","2,400","2,753","3,210","4,838","6,743","8,375",-,-,-,"4,627","6,372","8,765"
2020,2019,SF814P,"Parotid, Tumor, Superficial Parotidectomy",5C,"Parotid, partial removal for tumor",Public Hospitals/ Centres (Subsidised),Ward B2,"2,239","2,627","2,867","1,050","1,231","1,365",-,-,-,-,-,-,-,-,-,-,-,-,"1,121","1,316","1,635"
2020,2019,SF814P,"Parotid, Tumor, Superficial Parotidectomy",5C,"Parotid, partial removal for tumor",Public Hospitals/ Centres (Subsidised),Ward C,"1,585","1,858","2,257",635,780,782,-,-,-,-,-,-,-,-,-,-,-,-,904,"1,111","1,543"
2020,2019,SF818A,"Abdominal Wall, Inguinal Hernia (infants & children), Herniotomy (Unilateral)",3A,"Lower abdomen, hernia repair for children (one side)",Private Hospitals/ Clinics,Day Surgery,"3,938","5,861","6,533","3,775","5,158","5,815","2,200","2,354","2,996",700,700,750,774,"1,711","2,047",-,-,-,280,578,772
2020,2019,SF818A,"Abdominal Wall, Inguinal Hernia (infants & children), Herniotomy (Unilateral)",3A,"Lower abdomen, hernia repair for children (one side)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"3,076","3,470","3,519","2,614","3,069","3,157",-,-,-,-,-,-,-,-,-,-,-,-,351,399,581
2020,2019,SF818A,"Abdominal Wall, Inguinal Hernia (infants & children), Herniotomy (Unilateral)",3A,"Lower abdomen, hernia repair for children (one side)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),969,984,999,808,857,857,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,126,142,184
2020,2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Private Hospitals/ Clinics,Inpatient,"11,244","13,697","16,257","8,154","10,320","12,321","4,000","5,136","5,725","1,000","1,250","1,498","3,103","4,282","5,124",n/a,n/a,n/a,"2,190","2,997","4,434"
2020,2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Unsubsidised),Ward A,"4,122","5,168","5,831","2,380","2,651","3,309",-,-,-,-,-,-,-,-,-,0,76,131,"1,407","1,889","2,741"
2020,2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"3,683","4,713","4,995","2,574","3,754","3,882",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,824,961,"1,524"
2020,2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"3,715","4,692","5,572","2,013","2,101","3,324",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,252","1,759","2,758"
2020,2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,273","1,657","2,005",796,796,887,-,-,-,-,-,-,-,-,-,0,35,58,413,723,"1,040"
2020,2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,301","1,418","1,574",757,"1,021","1,021",-,-,-,-,-,-,-,-,-,0,0,47,366,432,605
2020,2019,SF819A,"Abdominal Wall, Inguinal/Femoral Hernia, Unilateral Herniorrhaphy (laparoscopic or open)",3B,"Lower abdomen, hernia repair (one side)",Public Hospitals/ Centres (Subsidised),Ward C,967,"1,219","1,565",435,474,584,-,-,-,-,-,-,-,-,-,0,0,35,464,575,988
2020,2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Private Hospitals/ Clinics,Inpatient,"15,670","17,841","21,598","11,243","14,223","15,957","5,564","6,677","8,448","1,300","1,625","2,000","4,312","4,984","6,272",n/a,n/a,n/a,"2,650","4,210","5,661"
2020,2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,307","8,331","10,010","4,238","5,085","5,630",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,067","2,821","4,074"
2020,2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,900","2,260","2,661",850,968,"1,200",-,-,-,-,-,-,-,-,-,0,90,224,775,"1,117","1,368"
2020,2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Public Hospitals/ Centres (Subsidised),Ward C,"1,590","2,031","2,396",756,766,780,-,-,-,-,-,-,-,-,-,0,0,69,740,"1,236","1,598"
2020,2019,SF820A,"Abdominal Wall, Inguinal/Femoral Hernia, Bilateral Herniorrhaphy (laparoscopic or open)",4C,"Lower abdomen, hernia repair (both sides)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,759","1,998","2,540",968,"1,355","1,365",-,-,-,-,-,-,-,-,-,0,0,94,500,783,"1,191"
2020,2019,SF822A,"Abdominal Wall, Strangulated/Obstructed Hernia, Repair without Bowel Resection",3C,"Lower abdomen, hernia repair (strangled or obstructed)",Public Hospitals/ Centres (Subsidised),Ward C,"1,746","2,527","4,415",524,551,585,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,162","1,975","3,830"
2020,2019,SF823A,"Abdominal Wall, Ventral/Incisional/Recurrent Hernia, Repair (laparoscopic or open)",4A,"Lower abdomen, hernia repair (recurrent or post-surgery)",Private Hospitals/ Clinics,Inpatient,"12,474","16,419","21,082","8,696","12,075","13,930","4,387","5,350","8,560","1,070","1,419","2,000","3,432","4,192","5,247",n/a,n/a,n/a,"3,023","4,701","6,162"
2020,2019,SF823A,"Abdominal Wall, Ventral/Incisional/Recurrent Hernia, Repair (laparoscopic or open)",4A,"Lower abdomen, hernia repair (recurrent or post-surgery)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,386","3,189","4,055",960,968,"1,365",-,-,-,-,-,-,-,-,-,0,108,823,914,"1,421","2,320"
2020,2019,SF823A,"Abdominal Wall, Ventral/Incisional/Recurrent Hernia, Repair (laparoscopic or open)",4A,"Lower abdomen, hernia repair (recurrent or post-surgery)",Public Hospitals/ Centres (Subsidised),Ward C,"1,825","2,615","3,422",549,581,780,-,-,-,-,-,-,-,-,-,0,0,403,934,"1,683","2,350"
2020,2019,SF832A,"Anus, Fistula-in-ano (high), Fistulectomy & Colostomy, or complex and recurrent fistulectomy",3C,"Lower abdomen, removal of tract from anus with diversion of large intestine away from anus (complex)",Private Hospitals/ Clinics,Inpatient,"10,957","11,792","13,921","7,106","8,067","9,416","3,745","4,280","4,601",900,"1,000","1,070",n/a,n/a,n/a,-,-,-,"2,804","3,793","5,349"
2020,2019,SF832A,"Anus, Fistula-in-ano (high), Fistulectomy & Colostomy, or complex and recurrent fistulectomy",3C,"Lower abdomen, removal of tract from anus with diversion of large intestine away from anus (complex)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,322","1,463","1,661",941,968,"1,237",-,-,-,-,-,-,-,-,-,-,-,-,352,449,507
2020,2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Private Hospitals/ Clinics,Inpatient,"7,978","9,321","10,703","5,491","6,340","7,105","2,675","3,210","3,424",750,803,875,"1,767","2,279","2,749",-,-,-,"1,876","2,538","4,460"
2020,2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Private Hospitals/ Clinics,Day Surgery,"5,508","6,456","7,538","4,291","5,482","6,180","2,354","2,996","3,210",642,750,803,"1,516","1,846","2,217",-,-,-,848,"1,147","1,637"
2020,2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,335","3,281","4,106","1,331","1,511","1,766",-,-,-,-,-,-,-,-,-,-,-,-,937,"1,440","2,455"
2020,2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,047","2,261","2,548","1,395","1,453","1,766",-,-,-,-,-,-,-,-,-,-,-,-,630,750,877
2020,2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Subsidised),Ward B2,815,"1,073","1,454",358,393,494,-,-,-,-,-,-,-,-,-,-,-,-,439,664,"1,041"
2020,2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Subsidised),Ward C,709,849,"1,037",225,282,375,-,-,-,-,-,-,-,-,-,-,-,-,383,561,780
2020,2019,SF833A,"Anus, Fistula-in-ano, Excision/ Fistulectomy",2B,"Lower abdomen, removal of tract from anus (simple)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),651,746,827,358,425,494,-,-,-,-,-,-,-,-,-,-,-,-,271,310,367
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Private Hospitals/ Clinics,Inpatient,"8,447","9,905","11,853","5,928","6,774","7,757","3,210","3,638","3,745",800,888,"1,000","1,908","2,375","2,858",-,-,-,"2,143","3,093","4,355"
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Private Hospitals/ Clinics,Day Surgery,"6,815","7,944","8,894","5,714","6,297","6,952","2,996","3,424","3,638",800,856,936,"1,580","2,039","2,390",n/a,n/a,n/a,948,"1,577","2,290"
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Private Hospitals/ Clinics,Clinics,"3,959","4,352","4,699","2,375","2,675","3,478","1,980","2,354","3,317",0,396,452,n/a,n/a,n/a,-,-,-,658,"1,550","2,247"
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,843","3,552","3,795","1,576","1,824","1,887",-,-,-,-,-,-,-,-,-,-,-,-,"1,012","1,733","2,181"
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Unsubsidised),Ward B1,"2,543","3,082","3,420","1,326","1,673","1,884",-,-,-,-,-,-,-,-,-,-,-,-,"1,045","1,247","1,762"
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,510","3,005","3,166","1,616","2,073","2,230",-,-,-,-,-,-,-,-,-,-,-,-,741,858,"1,010"
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Subsidised),Ward B2,854,"1,074","1,351",462,488,617,-,-,-,-,-,-,-,-,-,-,-,-,378,503,803
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Subsidised),Ward C,743,961,"1,172",278,283,353,-,-,-,-,-,-,-,-,-,-,-,-,434,574,837
2020,2019,SF836A,"Anus, Hemorrhoids, Hemorrhoidectomy with or without sigmoidoscopy",2C,"Lower abdomen, removal of piles",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),799,876,953,486,492,617,-,-,-,-,-,-,-,-,-,-,-,-,298,345,396
2020,2019,SF837A,"Anus, Hemorrhoids,Stapled haemorrhoidectomy",3A,"Lower abdomen, removal of piles with staples",Private Hospitals/ Clinics,Inpatient,"9,231","10,357","12,143","6,461","7,282","8,143","2,996","3,745","3,864",698,866,963,"2,405","2,860","3,646",n/a,n/a,n/a,"2,264","3,202","4,284"
2020,2019,SF837A,"Anus, Hemorrhoids,Stapled haemorrhoidectomy",3A,"Lower abdomen, removal of piles with staples",Private Hospitals/ Clinics,Day Surgery,"7,639","9,106","9,843","5,774","6,579","7,387","3,210","3,745","3,959",856,936,"1,000","1,848","2,068","2,465",-,-,-,"1,725","2,277","2,820"
2020,2019,SF837A,"Anus, Hemorrhoids,Stapled haemorrhoidectomy",3A,"Lower abdomen, removal of piles with staples",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,251","1,305","1,383",603,617,617,-,-,-,-,-,-,-,-,-,-,-,-,626,670,745
2020,2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Private Hospitals/ Clinics,Inpatient,"7,516","8,882","11,440","4,430","5,351","5,963","2,140","2,584","3,157",634,719,800,"1,331","1,847","2,561",-,-,-,"2,539","3,520","5,535"
2020,2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,210","2,952","3,729",552,625,657,-,-,-,-,-,-,-,-,-,-,-,-,"1,571","2,347","2,805"
2020,2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Public Hospitals/ Centres (Unsubsidised),Ward B1,"1,714","2,365","3,120",465,474,562,-,-,-,-,-,-,-,-,-,-,-,-,"1,232","1,900","2,650"
2020,2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Public Hospitals/ Centres (Subsidised),Ward B2,784,979,"1,367",174,178,204,-,-,-,-,-,-,-,-,-,-,-,-,611,798,"1,175"
2020,2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Public Hospitals/ Centres (Subsidised),Ward C,568,717,984,93,100,108,-,-,-,-,-,-,-,-,-,-,-,-,467,593,878
2020,2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Private Hospitals/ Clinics,Inpatient,"18,799","20,891","23,668","11,963","14,092","15,226","5,618","6,420","7,062","1,500","1,605","1,750","4,788","5,808","6,836",-,-,-,"5,279","6,816","9,071"
2020,2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,752","6,743","8,069","2,187","2,380","3,122",-,-,-,-,-,-,-,-,-,-,-,-,"3,412","4,152","4,954"
2020,2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"4,821","5,587","7,021","1,878","2,033","2,810",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,827","3,507","4,188"
2020,2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,000","2,201","2,577",766,796,"1,021",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,215","1,382","1,651"
2020,2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Public Hospitals/ Centres (Subsidised),Ward C,"1,501","1,694","1,916",444,502,584,-,-,-,-,-,-,-,-,-,-,-,-,"1,000","1,172","1,392"
2020,2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Private Hospitals/ Clinics,Inpatient,"13,514","15,335","17,500","9,846","10,673","12,283","4,815","5,350","5,885","1,070","1,267","1,500","3,582","4,193","4,876",-,-,-,"3,428","4,392","5,391"
2020,2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,577","8,825","10,023","3,874","5,153","5,849",-,-,-,-,-,-,-,-,-,-,-,-,"2,768","3,751","4,242"
2020,2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,953","2,431","2,623",850,968,"1,365",-,-,-,-,-,-,-,-,-,-,-,-,"1,007","1,172","1,528"
2020,2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Public Hospitals/ Centres (Subsidised),Ward C,"1,544","1,774","2,076",561,561,780,-,-,-,-,-,-,-,-,-,-,-,-,885,"1,116","1,396"
2020,2019,SG701U,"Ureter, Extra Corporeal Shockwave Lithotripsy (ESWL) for ureteric stone",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Private Hospitals/ Clinics,Inpatient,"10,584","13,000","14,856","5,412","8,485","10,137","4,280","4,497","5,029",0,0,"1,070",0,"3,867","4,415",-,-,-,"2,842","4,745","6,115"
2020,2019,SG701U,"Ureter, Extra Corporeal Shockwave Lithotripsy (ESWL) for ureteric stone",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Private Hospitals/ Clinics,Day Surgery,"6,889","7,718","8,296","5,443","6,593","7,585","3,317","4,280","4,815",0,0,"1,000","1,324","2,283","2,614",-,-,-,557,782,"1,574"
2020,2019,SG701U,"Ureter, Extra Corporeal Shockwave Lithotripsy (ESWL) for ureteric stone",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"2,858","3,623","4,778","2,616","3,476","4,671",-,-,-,-,-,-,-,-,-,-,-,-,35,179,381
2020,2019,SG701U,"Ureter, Extra Corporeal Shockwave Lithotripsy (ESWL) for ureteric stone",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),838,"1,019","1,120",816,865,887,-,-,-,-,-,-,-,-,-,-,-,-,24,97,197
2020,2019,SG702P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (more than 30 gm)",5C,"Male reproductive tract, removal of prostate gland (>30g)",Private Hospitals/ Clinics,Inpatient,"16,815","20,157","22,166","12,048","14,114","15,055","5,457","6,420","7,490","1,338","1,605","1,873","4,762","5,516","6,045",-,-,-,"3,766","5,307","7,344"
