YEAR,TOPS_CODE,TOSP_DESCRIPTION,TOSP_TABLE_NO,TOSP_COMMON_NAME,SETTING,WARD_TYPE,P25_BILL,P50_BILL,P75_BILL,P25_OPERATION_FEE,P50_OPERATION_FEE,P75_OPERATION_FEE,P25_SURGEON_FEE,P50_SURGEON_FEE,P75_SURGEON_FEE,P25_ANAESTHETIST_FEE,P50_ANAESTHETIST_FEE,P75_ANAESTHETIST_FEE,P25_FACILITY_FEE,P50_FACILITY_FEE,P75_FACILITY_FEE,P25_IMPLANT_FEE,P50_IMPLANT_FEE,P75_IMPLANT_FEE,P25_OTHER_FEE,P50_OTHER_FEE,P75_OTHER_FEE
2019,SF837A,"Anus, Hemorrhoids,Stapled haemorrhoidectomy",3A,"Lower abdomen, removal of piles with staples",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,238","1,277","1,353",555,594,617,-,-,-,-,-,-,-,-,-,-,-,-,641,689,772
2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Private Hospitals/ Clinics,Inpatient,"7,094","8,410","11,027","4,518","5,399","6,248","2,033","2,675","3,424",600,669,803,"1,414","1,757","2,186",n/a,n/a,n/a,"2,216","2,930","5,605"
2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),367,451,478,178,178,196,-,-,-,-,-,-,-,-,-,-,-,-,187,277,293
2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Public Hospitals/ Centres (Unsubsidised),Ward B1,"1,970","2,127","2,459",456,476,531,-,-,-,-,-,-,-,-,-,-,-,-,"1,465","1,654","1,912"
2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Public Hospitals/ Centres (Subsidised),Ward B2,694,886,"1,245",174,178,193,-,-,-,-,-,-,-,-,-,-,-,-,520,704,"1,041"
2019,SF841A,"Anus, Perineal Abscess, Saucerisation/Drainage",1B,"Lower abdomen, drainage and removal of infection around anus",Public Hospitals/ Centres (Subsidised),Ward C,571,725,"1,051",95,99,101,-,-,-,-,-,-,-,-,-,-,-,-,466,632,945
2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Private Hospitals/ Clinics,Inpatient,"16,783","19,841","23,059","11,721","13,129","15,087","5,442","6,420","6,955","1,475","1,576","1,719","4,167","5,176","6,344",-,-,-,"4,553","6,331","8,028"
2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,561","6,356","7,782","2,166","2,281","2,833",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"3,309","3,870","4,785"
2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"4,570","5,074","6,608","1,850","1,993","2,651",-,-,-,-,-,-,-,-,-,-,-,-,"2,621","3,014","3,821"
2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,978","2,163","2,495",741,778,796,-,-,-,-,-,-,-,-,-,-,-,-,"1,215","1,383","1,680"
2019,SF849A,"Appendix, Various Lesions, Appendicectomy Without Drainage, Open/Laparoscopic",3B,"Lower abdomen, removal of appendix (simple)",Public Hospitals/ Centres (Subsidised),Ward C,"1,425","1,632","1,875",431,449,551,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,983,"1,127","1,343"
2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Private Hospitals/ Clinics,Inpatient,"14,526","15,956","17,944","10,346","11,278","12,439","4,931","5,350","6,420","1,125","1,338","1,605","3,893","4,463","4,928",-,-,-,"3,803","4,580","5,440"
2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Public Hospitals/ Centres (Unsubsidised),Ward A,"7,333","9,186","9,968","3,874","5,882","6,062",-,-,-,-,-,-,-,-,-,-,-,-,"2,914","3,342","4,027"
2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Public Hospitals/ Centres (Unsubsidised),Ward B1,"7,050","8,352","8,932","3,308","5,128","5,455",-,-,-,-,-,-,-,-,-,-,-,-,"2,734","3,177","3,690"
2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,997","2,265","2,569",850,"1,138","1,287",-,-,-,-,-,-,-,-,-,-,-,-,940,"1,144","1,369"
2019,SG700P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (less than 30 gm)",4B,"Male reproductive tract, removal of prostate gland (<30g)",Public Hospitals/ Centres (Subsidised),Ward C,"1,446","1,627","1,966",489,651,735,-,-,-,-,-,-,-,-,-,-,-,-,770,"1,107","1,422"
2019,SG701U,"Ureter, Extra Corporeal Shockwave Lithotripsy (ESWL) for ureteric stone",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Private Hospitals/ Clinics,Day Surgery,"6,727","7,298","8,841","4,657","6,422","7,580","3,210","4,146","4,494",0,600,"1,000",0,"2,185","3,159",n/a,n/a,n/a,539,791,"2,023"
2019,SG701U,"Ureter, Extra Corporeal Shockwave Lithotripsy (ESWL) for ureteric stone",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Private Hospitals/ Clinics,Inpatient,"10,401","12,022","14,977","6,741","8,639","10,510","3,852","4,378","5,350",0,671,"1,083","1,682","3,892","4,459",-,-,-,"1,967","3,945","6,145"
2019,SG701U,"Ureter, Extra Corporeal Shockwave Lithotripsy (ESWL) for ureteric stone",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"3,088","3,583","3,626","2,504","3,233","3,583",-,-,-,-,-,-,-,-,-,-,-,-,28,144,598
2019,SG701U,"Ureter, Extra Corporeal Shockwave Lithotripsy (ESWL) for ureteric stone",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),857,"1,038","1,112",816,865,887,-,-,-,-,-,-,-,-,-,-,-,-,37,93,196
2019,SG702P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (more than 30 gm)",5C,"Male reproductive tract, removal of prostate gland (>30g)",Private Hospitals/ Clinics,Inpatient,"17,181","19,029","21,424","11,451","13,422","15,214","5,564","6,420","7,490","1,338","1,605","1,873","4,117","5,190","5,863",-,-,-,"4,045","5,243","7,261"
2019,SG702P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (more than 30 gm)",5C,"Male reproductive tract, removal of prostate gland (>30g)",Public Hospitals/ Centres (Subsidised),Ward B2,"2,199","2,412","2,698","1,004","1,200","1,287",-,-,-,-,-,-,-,-,-,-,-,-,"1,036","1,254","1,534"
2019,SG702P,"Prostate Gland, Various Lesions, Transurethral Resection of Prostate (TURP) (more than 30 gm)",5C,"Male reproductive tract, removal of prostate gland (>30g)",Public Hospitals/ Centres (Subsidised),Ward C,"1,514","1,647","1,934",510,735,735,-,-,-,-,-,-,-,-,-,-,-,-,851,"1,016","1,378"
2019,SG702U,"Ureter, Calculus, Ultrasound Lithotripsy",4A,"Urinary tract, ultrasound removal of stones from urinary passage between kidney and bladder",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),278,313,"1,635",260,260,901,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,9,47,691
2019,SG709B,"Bladder, Cystoscopy, removal of foreign body/ureteric stent",2C,"Urinary tract, bladder scope to remove stent or objects",Private Hospitals/ Clinics,Clinics,"1,604","1,621","2,092","1,346","1,605","1,605",856,"1,043","1,070",n/a,n/a,n/a,229,535,749,-,-,-,12,300,354
2019,SG709B,"Bladder, Cystoscopy, removal of foreign body/ureteric stent",2C,"Urinary tract, bladder scope to remove stent or objects",Private Hospitals/ Clinics,Day Surgery,"1,991","2,772","3,635","1,520","2,212","2,997",979,"1,284","1,980",0,0,0,440,608,791,-,-,-,430,534,671
2019,SG709B,"Bladder, Cystoscopy, removal of foreign body/ureteric stent",2C,"Urinary tract, bladder scope to remove stent or objects",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,149","1,677","1,934","1,125","1,367","1,680",-,-,-,-,-,-,-,-,-,-,-,-,11,81,256
2019,SG709B,"Bladder, Cystoscopy, removal of foreign body/ureteric stent",2C,"Urinary tract, bladder scope to remove stent or objects",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),388,543,564,368,422,544,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,7,29,77
2019,SG709B,"Bladder, Cystoscopy, removal of foreign body/ureteric stent",2C,"Urinary tract, bladder scope to remove stent or objects",Public Hospitals/ Centres (Subsidised),Ward B2,"1,072","1,513","2,520",402,459,509,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,622,"1,021","2,079"
2019,SG709B,"Bladder, Cystoscopy, removal of foreign body/ureteric stent",2C,"Urinary tract, bladder scope to remove stent or objects",Public Hospitals/ Centres (Subsidised),Ward C,854,"1,441","2,073",228,279,279,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,572,"1,162","1,794"
2019,SG713B,"Bladder, Cystoscopy, with or without biopsy",1B,"Urinary tract, bladder scope",Private Hospitals/ Clinics,Clinics,"1,284","1,513","1,953",896,"1,138","1,284",749,803,933,n/a,n/a,n/a,86,196,535,-,-,-,300,377,644
2019,SG713B,"Bladder, Cystoscopy, with or without biopsy",1B,"Urinary tract, bladder scope",Private Hospitals/ Clinics,Day Surgery,"1,826","2,474","3,270","1,366","1,631","2,132",749,"1,050","1,284",0,0,0,393,590,882,-,-,-,416,628,"1,255"
2019,SG713B,"Bladder, Cystoscopy, with or without biopsy",1B,"Urinary tract, bladder scope",Private Hospitals/ Clinics,Inpatient,"4,990","7,689","11,697","1,940","2,364","3,336","1,070","1,284","1,605",0,0,321,601,902,"1,442",-,-,-,"2,788","4,584","8,921"
2019,SG713B,"Bladder, Cystoscopy, with or without biopsy",1B,"Urinary tract, bladder scope",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),626,751,889,470,575,627,-,-,-,-,-,-,-,-,-,-,-,-,103,201,335
2019,SG713B,"Bladder, Cystoscopy, with or without biopsy",1B,"Urinary tract, bladder scope",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),158,215,234,143,151,158,-,-,-,-,-,-,-,-,-,-,-,-,7,56,83
2019,SG713B,"Bladder, Cystoscopy, with or without biopsy",1B,"Urinary tract, bladder scope",Public Hospitals/ Centres (Unsubsidised),Ward A,"2,443","3,340","4,693",462,557,786,-,-,-,-,-,-,-,-,-,-,-,-,"1,655","2,662","4,165"
2019,SG713B,"Bladder, Cystoscopy, with or without biopsy",1B,"Urinary tract, bladder scope",Public Hospitals/ Centres (Subsidised),Ward B2,795,"1,174","2,239",143,153,182,-,-,-,-,-,-,-,-,-,-,-,-,604,"1,006","2,094"
2019,SG713B,"Bladder, Cystoscopy, with or without biopsy",1B,"Urinary tract, bladder scope",Public Hospitals/ Centres (Subsidised),Ward C,754,"1,352","2,886",82,86,110,-,-,-,-,-,-,-,-,-,-,-,-,653,"1,246","2,804"
2019,SG714B,"Bladder/Urethra, Transurethral Resection of Bladder Tumour (<3cm)",4A,"Urinary tract, removal of bladder tumor through scope (<3cm)",Public Hospitals/ Centres (Subsidised),Ward B2,"1,837","1,947","2,178",897,960,984,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,871,937,"1,103"
2019,SG714B,"Bladder/Urethra, Transurethral Resection of Bladder Tumour (<3cm)",4A,"Urinary tract, removal of bladder tumor through scope (<3cm)",Public Hospitals/ Centres (Subsidised),Ward C,"1,298","1,434","2,106",500,572,735,-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,650,850,"1,512"
2019,SG718B,"Bladder/Urethra, Cystoscopy, with urethral dilatation",1C,"Urinary tract, bladder scope with expansion of urinary passage through penis",Private Hospitals/ Clinics,Clinics,"1,340","1,803","2,400","1,264","1,338","1,437",663,883,933,n/a,n/a,n/a,151,183,328,-,-,-,300,407,644
2019,SG718B,"Bladder/Urethra, Cystoscopy, with urethral dilatation",1C,"Urinary tract, bladder scope with expansion of urinary passage through penis",Private Hospitals/ Clinics,Day Surgery,"2,277","3,625","4,832","1,721","2,265","3,620","1,000","1,284","1,712",n/a,n/a,n/a,507,794,"1,683",-,-,-,538,718,"1,328"
2019,SG718B,"Bladder/Urethra, Cystoscopy, with urethral dilatation",1C,"Urinary tract, bladder scope with expansion of urinary passage through penis",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),182,252,322,182,182,216,-,-,-,-,-,-,-,-,-,-,-,-,26,63,118
2019,SG718B,"Bladder/Urethra, Cystoscopy, with urethral dilatation",1C,"Urinary tract, bladder scope with expansion of urinary passage through penis",Public Hospitals/ Centres (Subsidised),Ward C,798,"1,457","2,043",103,105,113,-,-,-,-,-,-,-,-,-,-,-,-,685,"1,362","1,938"
2019,SG800U,"Ureter, Ureteroscopy and lithotripsy",4A,"Urinary tract, scope of urinary passage between kidney and bladder with removal of stones",Private Hospitals/ Clinics,Inpatient,"12,910","14,188","17,375","9,839","10,687","12,445","4,280","4,815","5,113","1,000","1,125","1,338","3,809","4,748","6,505",n/a,n/a,n/a,"2,629","3,562","5,199"
2019,SG800U,"Ureter, Ureteroscopy and lithotripsy",4A,"Urinary tract, scope of urinary passage between kidney and bladder with removal of stones",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"4,498","4,947","5,982","3,022","3,118","3,616",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"1,188","1,649","2,172"
2019,SG800U,"Ureter, Ureteroscopy and lithotripsy",4A,"Urinary tract, scope of urinary passage between kidney and bladder with removal of stones",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),"1,596","1,816","2,066",890,960,"1,004",-,-,-,-,-,-,-,-,-,0,0,47,588,733,963
2019,SG800U,"Ureter, Ureteroscopy and lithotripsy",4A,"Urinary tract, scope of urinary passage between kidney and bladder with removal of stones",Public Hospitals/ Centres (Unsubsidised),Ward A,"5,527","6,621","7,399","2,981","3,733","4,248",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,108","2,512","3,647"
2019,SG800U,"Ureter, Ureteroscopy and lithotripsy",4A,"Urinary tract, scope of urinary passage between kidney and bladder with removal of stones",Public Hospitals/ Centres (Subsidised),Ward B2,"1,855","2,166","2,425",880,903,968,-,-,-,-,-,-,-,-,-,0,47,55,810,"1,070","1,408"
2019,SG800U,"Ureter, Ureteroscopy and lithotripsy",4A,"Urinary tract, scope of urinary passage between kidney and bladder with removal of stones",Public Hospitals/ Centres (Subsidised),Ward C,"1,387","1,730","2,073",480,504,735,-,-,-,-,-,-,-,-,-,0,45,98,754,"1,092","1,363"
2019,SG802K,"Kidney, Calculus, Extra Corporeal Shockwave Lithotripsy (ESWL)",4B,"Urinary tract, ultrasound removal of stones kidney",Private Hospitals/ Clinics,Day Surgery,"7,075","7,855","9,249","5,398","6,959","8,325","3,708","4,280","5,136",0,600,"1,000","1,408","2,244","2,999",-,-,-,572,806,"1,791"
2019,SG802K,"Kidney, Calculus, Extra Corporeal Shockwave Lithotripsy (ESWL)",4B,"Urinary tract, ultrasound removal of stones kidney",Private Hospitals/ Clinics,Inpatient,"10,505","11,767","13,374","6,724","9,419","10,949","4,280","4,601","5,992",n/a,n/a,n/a,"1,481","3,994","4,423",-,-,-,"1,461","1,934","4,883"
2019,SG802K,"Kidney, Calculus, Extra Corporeal Shockwave Lithotripsy (ESWL)",4B,"Urinary tract, ultrasound removal of stones kidney",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"3,396","3,617","4,167","3,114","3,517","3,604",-,-,-,-,-,-,-,-,-,-,-,-,12,40,283
2019,SG802K,"Kidney, Calculus, Extra Corporeal Shockwave Lithotripsy (ESWL)",4B,"Urinary tract, ultrasound removal of stones kidney",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),828,"1,022","1,251",780,905,"1,055",-,-,-,-,-,-,-,-,-,-,-,-,14,88,197
2019,SH802V,"Vas Deferens, Various Lesions, Varicocelectomy (Microsurgical)",3C,"Male reproductive tract, removal of enlarged veins on scrotum",Private Hospitals/ Clinics,Day Surgery,"9,947","10,889","11,580","9,148","10,161","10,588","4,280","5,746","5,885",963,963,"1,150","3,055","3,509","3,799",-,-,-,715,"1,063","1,515"
2019,SH808P_(<6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (< 6 months old)",1B,"Male reproductive tract, circumcision (< 6 months old)",Private Hospitals/ Clinics,Clinics,551,551,551,315,315,315,150,150,150,0,0,0,165,165,165,0,0,0,236,236,236
2019,SH808P_(<6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (< 6 months old)",1B,"Male reproductive tract, circumcision (< 6 months old)",Private Hospitals/ Clinics,Day Surgery,915,"1,072","1,443",723,767,"1,228",535,535,856,0,0,0,182,208,293,0,0,0,158,233,302
2019,SH808P_(<6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (< 6 months old)",1B,"Male reproductive tract, circumcision (< 6 months old)",Private Hospitals/ Clinics,Inpatient,"2,838","3,150","3,701",659,926,963,428,673,700,0,0,0,238,263,271,0,0,0,"1,936","2,311","2,926"
2019,SH808P_(>=6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (>= 6 months old)",1B,"Male reproductive tract, circumcision (>= 6 months old)",Private Hospitals/ Clinics,Clinics,774,774,774,350,350,350,250,250,250,n/a,n/a,n/a,100,100,100,0,0,0,424,424,424
2019,SH808P_(>=6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (>= 6 months old)",1B,"Male reproductive tract, circumcision (>= 6 months old)",Private Hospitals/ Clinics,Day Surgery,"3,405","4,528","5,395","2,888","3,956","4,424","1,027","1,605","2,284",400,500,600,807,"1,506","1,970",0,0,0,427,552,852
2019,SH808P_(>=6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (>= 6 months old)",1B,"Male reproductive tract, circumcision (>= 6 months old)",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,255","1,593","1,712",678,"1,206","1,402",-,-,-,-,-,-,-,-,-,0,0,0,310,377,566
2019,SH808P_(>=6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (>= 6 months old)",1B,"Male reproductive tract, circumcision (>= 6 months old)",Public Hospitals/ Centres (Subsidised),Day Surgery (Subsidised),409,528,539,178,430,431,-,-,-,-,-,-,-,-,-,0,0,0,106,114,192
2019,SH808P_(>=6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (>= 6 months old)",1B,"Male reproductive tract, circumcision (>= 6 months old)",Public Hospitals/ Centres (Subsidised),Ward C,453,494,562,177,318,320,-,-,-,-,-,-,-,-,-,0,0,0,136,194,382
2019,SH808P_(>=6mth),"Penis, Paraphimosis/Phimosis/Reduction Prepuce, Circumcision (>= 6 months old)",1B,"Male reproductive tract, circumcision (>= 6 months old)",Private Hospitals/ Clinics,Inpatient,"5,563","6,950","8,533","3,756","4,914","6,420","1,284","2,140","3,355",400,600,"1,000","1,384","2,052","2,500",0,0,0,"1,590","1,886","2,126"
2019,SH830P,"Prostate Gland, Various Lesions, Radical Prostatectomy (open/laparascopic/robotic)",6A,"Male reproductive tract, removal of entire prostate and surroundings",Private Hospitals/ Clinics,Inpatient,"48,252","53,326","57,239","40,622","44,607","48,511","16,585","19,100","21,400","3,000","3,500","3,959","19,541","21,985","23,946",-,-,-,"6,841","8,324","10,836"
2019,SH830P,"Prostate Gland, Various Lesions, Radical Prostatectomy (open/laparascopic/robotic)",6A,"Male reproductive tract, removal of entire prostate and surroundings",Public Hospitals/ Centres (Unsubsidised),Ward A,"24,446","26,244","27,297","13,051","18,705","19,097",-,-,-,-,-,-,-,-,-,-,-,-,"7,454","8,746","10,820"
2019,SH830P,"Prostate Gland, Various Lesions, Radical Prostatectomy (open/laparascopic/robotic)",6A,"Male reproductive tract, removal of entire prostate and surroundings",Public Hospitals/ Centres (Subsidised),Ward B2,"9,603","10,590","11,040","4,050","5,561","7,471",-,-,-,-,-,-,-,-,-,-,-,-,"2,276","2,753","6,841"
2019,SH830P,"Prostate Gland, Various Lesions, Radical Prostatectomy (open/laparascopic/robotic)",6A,"Male reproductive tract, removal of entire prostate and surroundings",Public Hospitals/ Centres (Subsidised),Ward C,"9,387","10,196","10,542","3,635","4,010","4,010",-,-,-,-,-,-,-,-,-,n/a,n/a,n/a,"2,758","6,382","6,660"
2019,SH831P,"Prostate Gland, Various Lesions, Saturation Robotic Transrectal/Transperineal Biopsy",1B,"Male reproductive tract, removal of prostate tissue with robot assistance",Public Hospitals/ Centres (Unsubsidised),Day Surgery (Unsubsidised),"1,161","1,228","1,623",502,580,605,-,-,-,-,-,-,-,-,-,-,-,-,562,727,"1,080"
